student_id,age,gender,cgpa,attendance_percentage,backlogs,coding_score,aptitude_score,communication_score,technical_score,projects_count,major_projects,internships_count,internship_months,certifications_count,hackathons_participated,hackathons_won,coding_platform_score,github_projects,linkedin_score,resume_score,soft_skills_score,leadership_score,extracurricular_score,training_hours,mock_interview_score,preferred_domain,placed
STU106447,23,Male,6.89,100.0,0,52.2,27.2,63.7,18.3,2,1,0,0.0,1,0,0,776,2,52.1,64.9,68.3,26.5,77.1,57.5,59.9,Cyber Security,0
STU106649,21,Male,7.92,95.5,2,52.5,68.4,41.5,65.0,2,1,3,6.0,2,0,0,983,2,68.2,73.0,75.1,40.3,100.0,,61.2,Data Science,1
STU101169,21,Male,6.27,83.3,0,45.3,44.1,20.0,56.4,0,0,2,7.2,1,1,0,1036,0,61.6,43.7,52.5,36.8,61.0,52.4,,Cloud Computing,0
STU105066,22,Other,5.82,74.1,1,49.1,44.8,55.5,33.1,0,0,2,8.5,2,1,0,640,0,69.6,52.5,69.2,45.5,87.6,59.8,73.8,Software Development,1
STU108159,22,Male,8.21,86.1,0,,33.7,59.1,54.4,4,2,0,0.0,2,1,1,1300,4,75.5,57.4,71.5,64.0,56.7,40.9,54.4,AI/ML,1
STU106585,22,Female,8.42,88.4,1,56.5,59.5,57.2,70.0,3,1,0,0.0,0,2,1,467,2,37.7,43.1,82.2,41.2,77.2,91.0,80.6,Cyber Security,0
STU102891,21,Female,7.95,84.9,0,37.4,85.3,63.0,39.1,4,1,0,1.8,1,0,0,868,4,68.2,78.9,70.0,41.2,68.8,50.7,60.1,Software Development,1
STU108841,20,Male,8.0,89.0,0,59.7,73.6,30.3,52.9,4,2,1,4.3,2,1,0,665,4,50.7,80.1,82.5,36.8,85.6,119.1,68.9,Data Science,0
STU102703,23,Male,6.85,77.8,3,51.6,57.2,61.9,34.3,5,1,0,0.0,2,0,0,695,8,73.7,57.2,89.5,38.9,51.6,71.1,74.6,Software Development,0
STU102446,25,Male,5.89,93.6,0,57.2,34.0,,15.0,4,1,0,0.4,2,2,0,759,4,66.2,69.6,83.0,15.0,53.2,38.5,66.2,Software Development,0
STU105306,24,Female,6.47,91.0,2,65.0,39.7,46.0,67.2,5,3,0,0.0,4,3,0,1400,5,66.6,69.7,66.7,75.8,54.0,86.4,72.6,Software Development,0
STU100024,22,Male,8.35,98.4,0,69.6,77.5,68.8,76.6,3,1,1,4.2,0,3,0,1000,2,65.4,51.2,83.2,55.0,70.7,32.4,69.4,Software Development,0
STU104999,22,Male,8.64,82.3,1,54.9,44.4,82.1,52.2,3,0,2,9.3,5,1,0,758,5,92.9,66.1,76.1,76.0,30.1,85.4,79.0,Software Development,0
STU108027,23,Female,7.99,87.7,1,54.6,58.4,59.6,38.7,2,1,2,8.9,2,3,0,1005,3,73.7,52.4,71.9,29.7,54.4,40.9,82.6,Cyber Security,1
STU102109,21,Male,7.47,72.4,0,60.2,61.2,44.2,71.0,5,4,0,1.3,1,1,0,803,4,60.9,57.4,75.2,58.7,57.0,72.7,,Cloud Computing,0
STU103669,20,Female,7.8,72.2,0,43.2,49.8,55.6,73.0,1,0,1,3.6,1,2,0,598,0,56.9,67.6,67.2,87.2,41.3,24.0,91.2,Software Development,0
STU108773,21,Female,7.35,70.2,0,,47.8,52.6,34.7,2,1,0,0.0,1,1,0,748,2,85.1,60.6,68.5,46.1,23.6,19.1,74.2,Cloud Computing,0
STU109294,20,Female,8.26,77.8,0,53.1,67.4,55.8,60.7,1,0,2,6.3,0,1,0,971,2,69.6,68.7,61.3,47.9,35.1,56.7,73.3,Business Analytics,0
STU108067,22,Female,10.0,89.5,0,69.6,70.7,67.9,48.6,5,2,0,0.1,1,0,0,770,5,59.1,73.6,80.4,33.4,55.2,24.3,82.7,AI/ML,0
STU107751,21,Female,10.0,100.0,0,86.1,75.9,69.1,59.4,2,1,1,6.1,0,1,0,513,2,68.9,70.1,79.4,68.4,65.7,27.8,84.9,Cloud Computing,0
STU103667,22,Male,7.61,79.6,0,53.4,79.7,63.5,40.4,3,3,0,0.1,4,2,0,812,4,70.0,74.7,70.4,57.3,67.0,153.6,73.2,Data Science,1
STU102094,23,Male,6.93,88.0,1,35.9,47.6,58.2,27.5,4,2,1,5.7,0,1,0,110,4,62.8,57.7,85.3,24.5,81.8,,54.4,Cyber Security,0
STU102806,22,Other,6.69,79.3,0,46.8,58.8,67.9,49.3,7,4,0,0.0,2,0,0,895,7,68.3,86.7,73.8,33.2,100.0,54.9,86.4,AI/ML,0
STU102286,22,Male,8.53,74.6,0,62.1,74.3,74.3,73.3,2,0,1,2.7,5,1,0,908,1,63.5,67.7,80.1,77.8,49.0,35.9,82.9,Software Development,0
STU107972,22,Male,9.05,86.7,0,72.8,53.7,40.4,63.1,3,1,2,7.0,2,1,0,1271,3,65.1,57.6,60.1,59.7,55.4,122.7,69.0,Software Development,0
STU109747,20,Male,8.22,88.3,0,43.1,66.7,63.4,47.8,4,2,1,3.5,7,2,0,675,3,64.1,65.8,60.1,53.5,59.1,30.2,87.0,Software Development,0
STU107991,22,Male,7.68,78.7,0,38.1,51.2,47.9,54.6,2,2,0,0.0,4,1,0,623,1,42.0,61.4,71.4,63.3,30.4,41.5,70.9,AI/ML,0
STU102168,20,Female,6.71,82.4,0,53.1,58.1,56.9,34.9,3,0,0,0.0,5,0,0,692,5,72.3,72.1,75.1,18.2,71.1,63.7,74.6,Cloud Computing,0
STU100363,23,Male,6.59,82.8,0,28.5,39.3,57.8,57.1,1,1,1,5.1,1,2,1,569,1,57.0,46.4,77.4,42.5,28.8,61.6,68.9,AI/ML,0
STU107319,21,Male,7.92,100.0,0,51.9,51.0,49.2,66.6,0,0,0,0.0,2,3,0,542,0,48.3,58.7,58.1,21.6,68.7,40.0,67.8,Software Development,1
STU101055,20,Male,9.43,98.6,0,62.8,79.4,60.8,73.9,2,1,0,0.7,2,2,0,635,3,66.2,51.2,76.0,76.1,52.0,37.8,64.9,Data Science,0
STU104114,22,Female,8.03,82.3,0,38.3,69.1,70.1,78.5,4,2,1,4.2,4,2,0,794,4,83.1,74.0,83.6,47.9,69.0,49.1,90.6,AI/ML,0
STU104030,22,Male,6.91,80.3,0,48.8,83.1,70.4,24.0,0,0,0,0.6,4,1,0,507,0,69.9,43.1,77.5,35.9,77.3,20.2,64.4,AI/ML,0
STU108253,21,Female,7.54,83.3,0,52.3,63.6,53.8,39.0,1,0,1,4.6,2,2,0,915,2,,58.4,66.9,42.5,39.7,23.7,65.5,Data Science,0
STU102784,23,Male,7.96,79.7,0,29.8,59.6,66.3,66.5,4,1,0,0.5,1,2,0,858,5,51.7,74.2,78.6,39.1,59.4,52.9,59.7,AI/ML,0
STU101640,21,Male,7.38,77.1,0,25.9,65.7,50.7,61.4,7,2,1,5.1,1,0,0,566,7,49.3,85.3,67.6,35.3,65.9,50.4,74.8,Cyber Security,0
STU104711,22,Female,8.05,96.5,0,79.0,44.0,34.1,62.3,2,2,0,0.0,1,2,0,1306,2,61.8,53.4,70.1,72.7,75.2,,63.0,Software Development,1
STU108790,21,Male,6.98,66.2,1,45.1,48.9,48.9,71.2,3,1,4,11.1,0,1,0,783,2,74.9,56.7,78.5,40.3,61.8,15.5,61.9,Software Development,1
STU103153,22,Male,7.32,80.8,2,51.7,45.5,47.6,54.2,2,1,0,0.7,5,1,0,441,1,73.6,57.7,68.6,61.8,52.1,30.7,82.6,Cloud Computing,1
STU104022,22,Female,7.26,81.1,0,50.5,40.9,64.4,48.7,3,0,3,10.8,3,0,0,791,4,46.4,50.0,78.9,68.5,83.9,47.0,58.4,Business Analytics,0
STU102603,22,Female,7.58,85.1,1,67.3,69.7,95.3,32.6,3,1,2,7.5,3,1,0,799,3,85.3,52.2,74.0,51.8,52.5,21.0,79.5,Data Science,0
STU108206,21,Male,7.06,68.0,1,47.8,66.4,58.1,43.5,1,0,2,7.1,1,1,0,847,1,52.3,33.3,64.3,48.5,42.4,32.2,68.9,Software Development,0
STU101953,20,Male,7.08,81.5,0,67.8,42.6,48.5,35.1,3,0,1,4.2,1,1,0,1014,2,43.2,62.9,76.5,39.5,44.0,37.2,44.5,AI/ML,1
STU108709,21,Male,7.77,66.8,0,35.7,57.4,57.8,49.2,0,0,2,8.8,2,1,0,775,0,74.2,35.9,71.7,50.8,43.9,75.7,80.0,AI/ML,0
STU106601,23,Female,8.21,67.4,0,48.3,73.1,48.2,45.6,2,1,1,5.5,2,2,0,798,3,60.4,66.4,59.7,69.9,59.6,133.1,72.2,Software Development,0
STU101652,23,Male,7.51,73.0,0,42.3,54.4,57.5,42.0,2,0,0,0.0,2,0,0,653,2,72.7,72.6,79.9,57.6,77.6,44.0,53.3,Software Development,1
STU108294,22,Male,7.0,75.2,0,34.3,48.6,57.3,46.9,1,1,2,9.3,1,3,0,519,1,62.6,58.5,73.1,68.4,47.6,78.1,,Software Development,0
STU103492,21,Other,7.92,66.1,2,74.1,32.0,75.6,75.4,1,0,0,0.0,2,1,0,996,1,51.5,47.4,90.7,45.8,81.1,11.5,,Business Analytics,0
STU107093,23,Female,7.57,92.1,1,65.1,50.2,91.6,51.8,1,1,2,10.3,3,1,0,605,1,82.7,44.1,88.4,63.2,90.9,39.6,74.1,Cyber Security,0
STU109838,21,Other,7.23,76.7,2,38.7,66.5,60.9,31.2,7,4,0,1.9,2,4,1,969,7,61.0,72.9,76.3,73.3,10.0,41.6,72.1,Data Science,0
STU106003,23,Female,7.91,96.8,0,59.9,73.0,44.0,56.0,2,0,3,,4,2,0,777,2,,57.6,69.6,42.9,62.3,64.1,64.2,Software Development,0
STU102192,21,Male,7.41,73.5,0,45.6,65.8,46.5,42.4,5,0,3,13.1,1,3,0,841,7,74.5,69.6,76.2,61.6,66.6,97.0,85.1,AI/ML,0
STU103395,22,Female,7.99,85.3,2,44.7,87.4,58.5,75.7,3,0,0,0.0,4,1,0,739,4,73.1,68.4,65.1,57.6,21.8,37.5,86.8,Data Science,0
STU101795,20,Male,8.62,82.9,1,66.5,79.4,65.0,71.1,4,3,1,3.7,1,1,0,1007,3,63.9,63.4,79.0,42.0,79.5,21.5,82.5,Software Development,0
STU103762,23,Male,7.46,69.9,0,50.5,45.8,41.1,29.0,2,1,1,3.4,6,3,1,443,1,81.4,50.2,69.5,37.0,76.6,41.8,41.7,AI/ML,1
STU100457,23,Female,7.3,86.5,4,52.6,54.9,65.4,56.5,1,0,2,9.4,1,2,0,592,0,53.8,70.5,60.3,90.9,39.4,19.5,65.1,Cyber Security,0
STU101590,21,Female,7.73,98.2,1,48.6,44.8,60.7,66.6,3,1,1,2.5,4,1,0,463,3,75.7,63.0,75.1,62.0,53.9,61.5,65.6,Business Analytics,0
STU103168,21,Male,8.92,96.2,0,61.8,50.6,71.1,44.3,3,1,1,4.4,6,0,0,574,2,85.9,67.3,67.2,48.4,92.1,,76.4,Cyber Security,0
STU108820,20,Female,8.13,64.0,0,41.0,64.6,41.5,71.7,3,2,2,9.2,5,2,0,635,3,73.2,68.0,71.0,74.5,65.8,39.0,60.0,AI/ML,1
STU103299,21,Male,7.87,75.2,0,32.4,64.8,59.8,71.2,1,0,2,4.3,2,2,1,636,0,73.3,48.3,76.6,84.4,54.2,45.5,80.3,Data Science,0
STU108339,20,Male,7.76,84.1,1,53.4,29.9,75.5,44.8,2,1,0,0.0,3,1,1,879,1,81.3,70.4,82.2,53.2,58.0,23.5,69.7,Data Science,0
STU106451,23,Male,7.61,,0,41.4,60.4,54.7,32.2,1,1,2,6.4,0,1,0,1049,0,50.4,67.8,76.7,32.1,44.4,43.7,56.0,AI/ML,0
STU107296,22,Male,7.2,82.7,1,61.0,46.0,40.1,50.1,2,1,0,0.9,3,1,0,943,2,,44.0,55.4,41.7,57.5,83.3,73.6,Data Science,0
STU103064,22,Male,6.97,71.0,2,54.7,63.0,63.3,68.0,2,0,0,0.0,3,0,0,394,2,71.6,48.9,60.6,48.9,58.4,26.4,62.0,Business Analytics,1
STU102438,22,Female,8.02,90.9,0,52.4,83.5,64.2,80.7,5,1,4,17.0,2,1,0,719,5,55.4,93.2,63.7,40.0,51.9,15.2,80.3,AI/ML,0
STU108026,22,Female,6.93,85.2,0,52.7,53.6,63.9,44.0,1,1,1,3.7,3,0,0,923,1,65.4,55.9,,59.6,31.6,28.7,78.8,Cyber Security,0
STU102753,20,Female,6.74,93.3,0,45.7,45.5,63.7,62.7,2,0,0,0.0,2,0,0,851,1,66.1,58.2,89.0,38.2,42.9,4.0,71.3,Software Development,0
STU109069,20,Female,6.77,69.7,3,55.7,36.0,34.2,33.3,3,1,0,0.0,0,3,0,748,3,49.9,43.7,71.7,64.8,65.9,118.8,63.8,Software Development,0
STU105333,22,Female,7.42,92.5,1,37.8,39.9,62.6,57.1,1,1,0,0.0,1,2,0,726,0,68.3,53.3,66.5,62.9,28.4,51.4,85.8,Business Analytics,0
STU108258,21,Female,8.83,78.6,1,56.0,86.0,29.7,82.9,3,2,0,0.0,2,2,0,831,4,40.4,63.2,58.1,83.9,49.2,20.4,84.8,Cyber Security,0
STU101117,23,Male,7.87,89.8,1,35.8,47.6,63.0,39.8,5,1,1,,0,1,0,393,6,62.6,62.6,74.9,36.7,77.9,41.8,60.5,Software Development,1
STU108886,24,Male,7.79,74.2,0,90.1,43.3,51.5,46.8,4,3,1,5.4,3,2,0,779,5,74.0,76.7,54.9,59.4,52.5,44.3,66.9,Data Science,0
STU100022,21,Male,9.03,81.7,1,60.5,54.5,36.2,62.8,3,1,0,0.0,5,1,0,511,2,66.6,55.8,64.1,66.2,59.4,,70.8,Software Development,0
STU107655,22,Female,7.57,84.9,0,66.7,56.9,57.6,48.3,3,2,0,0.0,0,2,0,1339,2,40.2,67.9,71.3,70.9,62.4,101.0,74.3,Business Analytics,0
STU107531,21,Male,8.0,88.4,0,48.3,57.6,62.8,42.2,5,2,1,3.2,3,2,0,582,4,71.6,76.4,84.5,67.9,72.0,49.7,85.0,AI/ML,0
STU107165,22,Female,6.94,80.3,0,58.3,20.9,43.9,38.9,1,1,2,13.2,1,0,0,843,0,61.0,61.7,55.7,52.0,61.6,43.2,60.4,AI/ML,0
STU107954,22,Male,7.78,87.2,1,56.4,36.9,20.0,54.7,3,1,0,,3,2,0,785,2,59.1,66.1,58.9,67.2,38.1,102.0,57.5,Software Development,0
STU103323,22,Male,7.71,78.3,1,49.8,63.2,62.6,60.3,3,3,2,9.3,5,0,0,384,3,66.0,65.4,66.1,64.5,54.0,36.4,84.8,Cloud Computing,0
STU109818,22,Female,6.94,77.1,1,42.2,66.9,63.7,56.6,4,2,1,2.9,2,0,0,713,5,58.0,71.1,77.5,63.4,68.9,58.8,,Data Science,0
STU101916,19,Male,8.68,83.5,1,85.6,48.3,74.1,57.0,3,1,0,0.0,6,1,0,761,2,73.9,80.4,95.0,53.9,31.3,7.2,81.5,Software Development,0
STU109723,19,Male,8.55,89.1,0,75.0,59.8,60.6,40.9,2,1,0,2.2,1,3,0,1012,1,70.4,45.0,69.1,65.2,29.3,16.0,73.3,Cloud Computing,0
STU109725,21,Male,6.47,81.6,1,42.5,35.8,52.2,58.0,3,1,1,3.7,2,0,0,780,5,54.4,62.6,82.3,45.2,69.1,47.2,64.8,Business Analytics,0
STU103528,20,Male,6.2,94.2,2,49.9,68.6,66.2,44.1,3,1,0,2.1,2,0,0,830,3,63.8,48.7,66.5,52.3,30.1,78.4,61.8,Software Development,0
STU108494,22,Male,8.25,,0,74.6,65.9,53.8,66.7,4,1,0,0.0,2,2,0,933,3,73.7,49.9,73.5,65.2,31.5,102.6,77.6,Software Development,0
STU108123,21,Male,6.73,83.4,1,29.5,55.3,66.5,33.1,3,1,0,0.0,5,3,0,761,2,56.9,68.9,60.7,73.9,21.7,51.1,61.9,Cyber Security,1
STU103303,23,Female,8.4,87.3,0,52.4,79.7,81.2,67.6,2,1,1,2.2,0,2,0,1147,5,58.5,39.8,73.6,41.5,45.8,69.7,69.2,Cloud Computing,0
STU100385,20,Female,6.16,92.2,1,44.7,42.6,56.3,32.8,3,1,1,3.8,3,0,0,819,3,62.3,61.8,76.3,42.0,65.3,29.2,74.4,Software Development,0
STU100824,19,Male,7.4,93.8,0,46.9,63.0,72.0,44.5,4,0,1,5.9,2,2,0,691,5,54.0,71.6,79.8,58.3,47.8,96.1,82.6,Business Analytics,0
STU108912,20,Female,6.62,89.1,1,44.3,30.5,73.2,42.9,2,1,2,4.4,2,1,0,540,4,75.7,50.0,66.3,49.7,64.1,88.5,53.5,Data Science,0
STU106791,23,Male,8.22,74.8,0,79.1,39.8,70.2,54.4,1,1,1,2.4,2,3,0,1042,1,67.0,62.6,75.1,75.2,77.5,32.0,93.9,AI/ML,1
STU107769,22,Other,7.06,84.8,0,67.1,39.0,42.2,46.6,3,1,1,1.6,2,1,1,530,3,65.8,46.5,55.1,71.9,70.8,16.7,87.8,Cloud Computing,1
STU100164,21,Male,7.39,78.6,0,80.6,67.8,55.1,70.9,2,1,2,5.2,4,1,0,380,3,78.2,68.8,68.9,44.2,59.9,180.0,92.6,Software Development,1
STU100630,19,Male,8.35,77.6,0,64.0,51.5,31.8,70.8,3,2,1,5.0,1,1,0,564,5,53.8,64.9,55.6,55.5,47.0,65.9,63.5,Data Science,0
STU108986,23,Male,6.8,82.4,0,51.6,43.6,46.0,32.1,2,0,0,0.0,2,1,0,567,2,71.0,,59.9,36.7,49.6,,64.0,Data Science,0
STU100217,22,Male,7.71,91.1,1,66.9,67.4,52.3,65.5,5,1,0,0.0,2,1,0,1183,4,47.3,66.0,74.4,38.1,65.8,59.4,75.8,Data Science,0
STU106104,24,Female,8.25,78.2,0,90.0,79.3,75.4,58.3,2,0,2,7.5,0,3,1,917,2,47.4,51.0,76.8,55.2,77.2,25.8,76.5,Data Science,0
STU106559,21,Male,9.55,72.8,0,79.7,59.4,56.1,76.2,2,1,0,0.0,6,1,0,672,3,67.7,56.6,80.4,53.0,76.6,54.6,100.0,Software Development,0
STU108982,22,Female,6.78,78.8,1,,49.8,50.1,15.0,3,2,1,3.5,3,2,0,991,2,43.3,68.1,62.2,50.1,68.9,87.4,67.7,Cloud Computing,0
STU106960,21,Male,8.49,77.3,1,58.6,55.9,51.8,46.9,0,0,0,0.1,3,1,0,678,1,54.4,46.5,79.0,52.5,58.9,55.7,70.9,Software Development,0
STU106411,24,Female,7.15,76.0,0,57.5,39.5,34.2,48.6,2,1,2,8.6,0,1,0,586,2,68.3,54.9,73.7,53.0,64.4,30.6,68.6,Cyber Security,1
STU108978,22,Male,9.28,83.1,2,88.3,70.3,45.3,83.3,2,1,0,0.0,0,0,0,389,2,52.4,41.5,64.4,67.5,19.7,93.9,78.5,Software Development,0
STU110000,21,Male,6.99,79.6,0,50.5,59.5,72.1,55.3,3,1,0,0.1,2,3,0,726,2,67.3,73.2,79.9,72.3,87.3,26.1,73.1,AI/ML,1
STU105875,20,Female,6.82,89.3,1,27.4,43.7,72.0,58.9,0,0,0,0.0,2,2,0,353,0,45.5,52.1,80.4,44.9,52.2,27.9,89.5,Data Science,0
STU108395,22,Male,8.25,68.1,0,47.0,73.8,77.2,56.2,0,0,0,0.0,2,2,0,622,1,64.1,49.1,72.8,53.8,53.8,83.8,78.8,Software Development,0
STU107740,22,Female,6.54,84.6,2,32.5,34.0,47.1,55.8,6,2,0,1.2,1,2,0,357,8,68.1,65.0,67.8,44.3,33.1,49.6,61.0,Software Development,0
STU108454,22,Female,8.89,85.1,0,73.7,57.8,84.7,59.3,2,0,1,4.9,0,1,0,902,3,46.2,60.5,78.4,50.4,82.6,32.7,82.5,Software Development,0
STU101746,21,Female,8.13,95.5,0,43.9,63.0,80.6,57.4,7,1,3,6.3,3,2,1,873,7,89.1,81.7,73.0,71.7,44.8,88.7,,Business Analytics,0
STU105419,21,Female,7.98,71.7,0,55.3,70.5,21.2,61.8,1,1,2,6.2,3,0,0,937,1,78.3,49.9,54.8,57.5,74.1,28.1,70.4,AI/ML,1
STU103519,22,Female,7.63,76.9,1,44.7,42.6,84.1,61.3,5,1,2,7.2,2,0,0,606,5,63.2,65.4,84.9,60.0,38.9,49.2,77.4,Software Development,1
STU109813,20,Female,7.73,83.0,0,59.8,51.9,57.6,39.8,4,0,3,,3,3,0,1194,4,61.8,57.1,77.5,36.2,84.1,50.3,68.8,Software Development,1
STU109554,21,Female,8.29,81.7,0,57.2,46.5,62.1,79.1,3,1,1,3.7,3,0,0,1154,2,63.4,55.0,74.7,49.3,30.0,111.7,76.6,Cloud Computing,0
STU101221,22,Female,6.95,66.7,0,25.0,49.0,59.2,31.4,2,1,2,9.5,1,1,0,463,1,50.9,65.9,62.9,43.2,75.0,,76.8,Data Science,0
STU102261,19,Female,5.96,71.2,1,37.9,48.5,51.3,26.9,2,0,0,2.6,7,2,0,472,2,61.9,62.4,70.6,52.3,75.8,29.1,78.1,Data Science,0
STU104223,25,Male,6.74,69.1,0,29.9,45.0,65.7,37.0,4,2,0,1.4,2,1,0,971,3,56.0,57.9,86.6,75.4,48.8,162.9,71.8,Data Science,0
STU101954,21,Male,6.88,85.5,1,42.6,42.6,80.2,52.0,2,1,1,2.8,1,3,0,617,2,51.9,65.3,84.6,74.5,33.1,28.3,93.0,Data Science,0
STU108633,21,Male,8.45,82.5,1,41.1,40.6,78.5,45.7,2,0,2,5.3,0,1,0,256,2,45.0,59.2,69.2,46.8,53.5,61.0,73.7,Cyber Security,0
STU109093,23,Female,8.82,79.9,1,56.9,92.7,79.1,73.5,4,1,0,0.4,4,1,0,769,4,61.0,82.9,66.6,17.8,63.3,14.4,76.4,Data Science,1
STU103089,22,Female,6.34,77.3,1,39.6,48.6,61.1,18.7,3,1,1,3.2,0,3,0,482,3,64.7,35.2,61.3,49.7,48.9,73.8,62.3,Software Development,0
STU100733,22,Male,8.72,68.1,1,67.9,60.3,55.2,76.2,2,2,0,0.0,2,1,0,741,1,53.8,50.6,78.5,32.3,66.0,38.5,68.7,Cloud Computing,0
STU100976,21,Male,5.73,82.2,0,39.1,52.8,72.6,15.0,0,0,0,1.0,2,0,0,635,0,52.4,52.4,56.6,56.2,77.1,46.1,61.6,Data Science,0
STU104894,21,Male,6.78,80.9,0,66.7,59.1,48.5,43.2,5,2,3,15.1,3,1,0,1282,7,81.6,66.6,84.4,62.9,46.2,31.9,82.2,Cyber Security,0
STU102816,21,Male,8.27,66.0,1,79.4,74.7,61.3,49.3,2,1,0,2.6,2,0,0,948,1,63.5,48.8,66.6,37.9,63.6,35.2,60.7,Data Science,0
STU109815,22,Male,5.49,81.7,1,28.6,34.4,48.0,38.1,0,0,2,7.6,2,0,0,659,0,74.1,37.4,65.5,32.5,69.8,78.0,69.8,Cyber Security,0
STU103335,22,Male,8.31,85.7,0,83.4,82.9,60.4,63.2,2,1,0,0.0,0,2,0,997,2,47.7,58.3,85.5,55.7,80.6,45.8,52.3,AI/ML,0
STU108967,21,Female,6.93,88.8,2,59.6,44.7,42.0,48.5,4,1,1,2.8,4,1,0,788,3,58.8,77.0,75.2,50.6,43.0,52.6,57.6,Business Analytics,0
STU108110,21,Male,7.01,84.6,1,48.6,59.4,47.5,32.1,1,1,0,0.0,2,1,0,866,2,59.9,46.8,76.9,45.0,67.8,68.8,67.8,AI/ML,1
STU101243,24,Male,9.53,94.6,0,74.6,70.0,51.4,55.5,5,0,0,2.1,4,2,0,1082,5,60.7,88.2,69.3,57.4,73.3,38.8,81.0,Data Science,0
STU100421,22,Male,8.01,75.5,0,48.4,63.5,54.3,69.0,1,0,0,0.6,1,3,0,1246,1,28.5,56.2,61.3,59.2,63.0,39.0,85.1,AI/ML,0
STU109250,25,Female,6.66,88.9,0,53.9,48.3,60.6,15.0,2,0,3,12.7,2,1,0,611,1,70.0,59.3,82.2,37.1,40.5,46.4,65.5,AI/ML,0
STU101160,20,Male,8.47,91.0,0,71.6,57.6,55.9,70.3,2,0,2,10.0,3,0,0,1006,2,,64.4,79.7,15.7,61.5,33.7,84.5,AI/ML,0
STU103314,22,Male,7.51,91.4,0,87.3,40.2,35.8,58.6,4,2,1,,4,2,0,1098,4,72.6,53.8,67.6,50.7,66.8,73.8,,Software Development,0
STU106067,22,Male,6.95,77.5,1,,56.0,58.1,44.2,4,1,0,0.0,1,0,0,654,5,58.6,69.8,75.0,24.5,61.3,96.8,77.7,AI/ML,0
STU106322,21,Male,7.76,81.5,0,61.2,77.5,73.9,40.8,3,0,1,1.9,4,1,0,652,4,61.7,66.7,90.4,33.4,84.2,83.0,65.6,Software Development,0
STU101338,22,Other,5.96,68.6,0,49.4,70.5,71.4,51.6,4,1,1,5.5,2,4,1,934,4,62.3,70.4,64.7,82.0,63.0,7.5,80.7,Software Development,0
STU108717,21,Female,8.55,86.9,0,67.4,47.6,66.7,45.1,1,0,1,2.5,4,2,0,660,1,57.2,69.7,79.9,62.7,76.9,175.3,62.8,Data Science,0
STU109161,21,Male,7.41,85.5,0,31.1,71.7,48.2,73.3,2,1,2,6.7,2,0,0,985,4,60.9,55.1,82.3,71.7,79.7,26.0,,Data Science,0
STU106734,20,Male,7.91,91.6,1,66.5,65.0,37.4,61.3,2,1,3,12.3,0,1,0,314,3,55.4,67.5,63.9,48.8,47.9,70.9,61.3,Software Development,0
STU103245,22,Female,8.08,69.8,1,52.8,57.7,48.3,57.8,1,0,0,0.0,1,0,0,906,3,82.4,57.0,86.5,42.2,54.7,51.5,76.6,Data Science,0
STU105580,23,Female,7.75,85.6,1,47.7,43.3,43.5,64.5,2,1,1,1.4,0,0,0,585,4,57.5,60.6,80.9,54.1,62.9,34.3,78.6,Software Development,1
STU106595,21,Female,6.9,74.0,0,30.0,41.5,68.7,44.9,4,1,0,0.5,1,1,0,1068,4,56.5,74.3,84.5,69.8,33.5,92.1,70.0,Software Development,0
STU106940,22,Male,6.88,86.7,1,58.7,51.7,40.8,38.7,3,1,1,3.8,3,0,0,561,2,55.2,58.2,68.1,44.4,41.0,,67.6,AI/ML,0
STU108099,22,Male,6.17,83.7,0,22.5,36.1,53.2,55.0,1,0,2,10.2,1,3,1,347,0,62.7,61.8,68.2,52.9,66.6,97.5,88.8,Data Science,0
STU106487,22,Male,8.08,94.0,0,33.9,56.3,60.4,52.1,2,1,1,6.6,4,0,0,840,2,74.9,61.4,80.6,87.5,37.0,13.3,81.4,AI/ML,0
STU100744,20,Male,7.79,73.3,1,45.1,56.2,73.7,52.0,6,3,1,2.9,3,1,0,656,5,89.3,61.8,73.8,45.1,45.1,57.4,62.0,AI/ML,1
STU102397,21,Male,8.67,71.1,1,52.6,54.6,66.6,67.4,5,0,1,5.5,0,0,0,607,5,51.8,70.0,67.5,48.5,67.1,85.7,,Business Analytics,0
STU105103,23,Male,9.0,83.1,0,42.4,51.0,52.6,62.4,0,0,2,6.2,4,1,0,492,2,83.6,79.7,62.9,28.5,45.5,30.7,80.1,AI/ML,0
STU105501,21,Female,7.61,90.5,1,66.3,59.5,51.6,71.2,2,1,0,0.0,3,1,0,531,2,67.8,55.7,62.7,31.9,42.4,102.5,92.1,Business Analytics,0
STU104469,24,Male,7.88,96.4,1,70.3,63.3,37.5,55.2,3,1,0,0.0,0,0,0,946,2,59.7,66.5,,37.7,62.3,15.3,68.4,Software Development,1
STU107884,23,Male,8.37,66.2,0,25.9,57.2,50.1,77.8,3,2,0,0.0,4,0,0,668,4,65.1,75.5,73.8,50.4,43.0,123.8,74.3,Business Analytics,0
STU100894,22,Male,8.18,77.2,0,58.4,,66.2,53.3,1,0,2,8.7,1,1,0,1020,2,82.5,56.3,67.6,46.0,41.6,49.9,91.0,Cyber Security,0
STU108055,21,Male,6.47,82.1,1,37.6,39.8,70.4,36.3,2,0,2,5.2,2,0,0,697,4,54.1,54.2,59.2,26.2,50.7,63.2,,Cyber Security,0
