age,cgpa,python_score,sql_score,statistics_score,ml_score,dl_score,genai_score,ml_projects,end_to_end_projects,deployed_projects,kaggle_competitions,best_competition_rank,hackathons_attended,hackathons_won,finalist_status,github_projects,internship_months,certifications,ml_interview_score,communication_score,dsa_score,resume_score,mock_interview_score,hackathon_win_rate,hackathon_finalist_rate,has_won_hackathon,deployment_rate,end_to_end_rate,has_deployed_project,has_competed_kaggle,competition_rank_missing,avg_core_skill_score,real_world_exposure,avg_interview_readiness,degree,job_ready,career_track,split
21,7.38,4.1,6.6,7.0,5.2,4.3,6.2,3,0,0,3,394.0,3,1,2,6,2,4.0,1.2,3.9,5.1,9.0,6.7,0.3333333333333333,0.6666666666666666,1,0.0,0.0,0,1,0,5.566666666666666,2,5.18,B.Tech,0,5,train
24,,7.0,3.9,5.5,7.5,4.1,1.8,2,0,0,0,,3,1,2,6,0,3.0,6.0,6.7,4.8,5.2,8.5,0.3333333333333333,0.6666666666666666,1,0.0,0.0,0,0,1,4.966666666666667,0,6.24,B.Tech,0,5,train
25,8.79,6.3,8.7,6.1,2.7,5.5,4.6,3,0,0,3,343.0,5,1,2,5,3,0.0,9.6,3.2,5.4,2.5,7.5,0.2,0.4,1,0.0,0.0,0,1,0,5.6499999999999995,3,5.640000000000001,B.Sc,0,5,train
22,6.61,5.0,2.5,8.3,2.0,8.5,4.2,1,0,0,2,194.0,4,1,2,4,0,4.0,7.1,2.5,5.6,6.7,3.3,0.25,0.5,1,0.0,0.0,0,1,0,5.083333333333333,0,5.04,BCA,0,5,train
21,7.06,6.1,7.4,5.6,8.3,6.9,0.6,1,1,1,1,377.0,2,1,1,6,4,1.0,6.4,6.0,5.8,2.5,5.1,0.5,0.5,1,1.0,1.0,1,1,0,5.816666666666667,7,5.159999999999999,BCA,1,2,train
22,7.83,6.8,7.3,8.9,5.4,1.4,5.0,3,1,0,1,215.0,3,1,1,4,4,1.0,6.8,8.9,3.3,7.0,5.5,0.3333333333333333,0.3333333333333333,1,0.0,0.3333333333333333,0,1,0,5.8,5,6.3,B.Tech,1,1,train
25,9.47,9.9,4.4,4.7,5.3,3.0,2.4,3,1,0,0,,2,0,0,9,4,2.0,6.4,5.6,5.7,5.6,5.8,0.0,0.0,0,0.0,0.3333333333333333,0,0,1,4.95,5,5.819999999999999,B.Tech,0,5,train
21,6.58,5.5,7.5,5.6,5.2,0.8,7.3,3,2,2,2,361.0,2,2,2,1,2,6.0,8.1,5.4,6.3,3.7,6.4,1.0,1.0,1,1.0,0.6666666666666666,1,1,0,5.316666666666667,8,5.9799999999999995,B.Tech,1,2,train
21,6.96,5.6,3.0,7.5,4.9,3.4,1.3,1,0,0,1,326.0,1,0,0,3,1,,7.9,8.9,6.8,,6.1,0.0,0.0,0,0.0,0.0,0,1,0,4.283333333333333,1,7.425000000000001,B.Tech,0,5,train
21,7.87,3.7,0.7,5.9,6.2,5.6,6.4,1,0,0,2,366.0,2,0,1,4,1,3.0,5.7,6.6,7.6,5.9,10.0,0.0,0.5,0,0.0,0.0,0,1,0,4.75,1,7.159999999999999,B.Tech,0,5,train
23,6.79,6.0,6.5,6.3,6.0,6.7,3.8,4,0,0,2,465.0,2,0,0,6,0,1.0,2.9,5.4,6.3,3.9,9.6,0.0,0.0,0,0.0,0.0,0,1,0,5.883333333333333,0,5.62,B.Sc,0,5,train
22,7.77,7.2,1.8,6.8,5.3,5.4,5.9,6,3,0,1,94.0,2,0,1,4,3,2.0,3.7,4.9,4.9,6.7,5.5,0.0,0.5,0,0.0,0.5,0,1,0,5.3999999999999995,6,5.140000000000001,B.Tech,0,5,train
23,7.26,9.5,7.6,7.8,7.5,5.6,7.8,3,0,0,1,391.0,2,0,0,5,1,1.0,4.0,8.0,7.4,5.4,3.8,0.0,0.0,0,0.0,0.0,0,1,0,7.633333333333334,1,5.72,M.Tech,1,1,train
23,7.87,7.1,8.6,7.5,3.1,5.7,7.6,6,2,0,4,33.0,7,1,3,7,4,4.0,6.6,6.7,8.1,7.9,5.5,0.14285714285714285,0.42857142857142855,1,0.0,0.3333333333333333,0,1,0,6.6000000000000005,6,6.959999999999999,B.Tech,1,0,train
22,7.59,5.6,4.9,8.3,5.0,7.8,9.1,2,0,0,0,,8,2,4,4,3,2.0,3.3,4.9,9.9,6.9,3.2,0.25,0.5,1,0.0,0.0,0,0,1,6.783333333333334,3,5.64,B.Tech,1,3,train
23,7.63,9.7,10.0,5.7,6.2,3.8,4.9,6,3,1,1,348.0,6,1,2,4,1,2.0,7.3,8.8,9.9,5.0,2.8,0.16666666666666666,0.3333333333333333,1,0.3333333333333333,0.5,1,1,0,6.716666666666666,6,6.76,B.Tech,1,2,train
23,7.45,6.9,3.9,5.2,6.7,3.7,2.7,6,2,1,2,237.0,6,1,1,2,1,3.0,8.2,8.0,7.9,5.7,5.8,0.16666666666666666,0.16666666666666666,1,0.5,0.3333333333333333,1,1,0,4.85,5,7.12,MCA,1,2,train
20,6.18,5.4,7.3,8.0,8.1,5.9,3.3,2,0,0,1,28.0,0,0,0,4,2,5.0,6.2,,5.9,8.5,7.1,0.0,0.0,0,0.0,0.0,0,1,0,6.333333333333332,2,6.925000000000001,B.Tech,1,0,train
25,7.17,10.0,8.1,6.2,5.6,6.4,1.3,0,0,0,2,121.0,2,0,1,0,4,1.0,8.1,8.4,9.2,6.1,5.4,0.0,0.5,0,0.0,0.0,0,1,0,6.266666666666666,4,7.4399999999999995,B.Tech,1,1,train
21,7.89,5.0,1.0,6.4,8.8,0.0,4.7,4,1,0,2,41.0,8,0,2,5,5,3.0,7.7,7.6,3.1,3.6,6.8,0.0,0.25,0,0.0,0.25,0,1,0,4.316666666666667,6,5.760000000000001,B.Tech,1,2,train
24,7.82,7.6,3.9,10.0,2.2,1.3,4.5,1,1,0,1,360.0,3,0,1,8,4,1.0,5.3,9.2,5.7,6.2,7.0,0.0,0.3333333333333333,0,0.0,1.0,0,1,0,4.916666666666667,5,6.68,B.Tech,1,0,train
24,8.17,6.4,3.2,5.5,6.7,0.0,4.0,2,2,0,1,357.0,3,0,1,8,2,3.0,7.6,9.1,7.9,5.1,9.3,0.0,0.3333333333333333,0,0.0,1.0,0,1,0,4.3,4,7.8,M.Tech,1,2,train
24,7.38,8.4,4.6,4.0,9.0,3.4,5.3,6,1,1,2,139.0,4,1,1,1,0,4.0,5.0,6.9,6.1,5.2,6.8,0.25,0.25,1,1.0,0.16666666666666666,1,1,0,5.783333333333332,3,6.0,B.Tech,1,1,train
20,7.47,4.1,8.3,5.3,4.7,5.8,1.9,1,1,1,3,20.0,1,0,1,2,2,5.0,3.8,10.0,5.9,5.1,6.2,0.0,1.0,0,1.0,1.0,1,1,0,5.016666666666667,5,6.200000000000001,B.Sc,0,5,train
23,8.13,7.8,3.2,6.2,4.4,2.3,2.9,2,0,0,3,385.0,9,0,1,1,2,2.0,5.3,5.7,5.5,4.5,8.3,0.0,0.1111111111111111,0,0.0,0.0,0,1,0,4.466666666666667,2,5.86,B.Tech,0,5,train
22,6.69,7.7,5.9,2.2,5.2,6.2,2.1,4,1,1,3,352.0,3,0,2,1,2,1.0,8.4,9.1,4.6,5.2,8.4,0.0,0.6666666666666666,0,1.0,0.25,1,1,0,4.883333333333334,5,7.140000000000001,B.Tech,0,5,train
24,8.23,6.3,8.2,8.0,1.9,5.1,6.0,0,0,0,0,,3,0,1,3,1,6.0,7.5,5.1,5.4,4.0,4.1,0.0,0.3333333333333333,0,0.0,0.0,0,0,1,5.916666666666667,1,5.220000000000001,MCA,0,5,train
25,8.0,7.3,6.4,4.5,3.9,4.7,6.0,2,0,0,3,294.0,5,2,4,4,3,2.0,6.7,4.0,4.1,6.0,7.0,0.4,0.8,1,0.0,0.0,0,1,0,5.466666666666666,3,5.56,B.Tech,0,5,train
21,6.81,7.0,3.8,9.0,5.7,0.0,6.7,1,1,0,2,147.0,3,1,3,5,2,3.0,4.4,8.6,3.2,5.2,5.9,0.3333333333333333,1.0,1,0.0,1.0,0,1,0,5.366666666666667,3,5.459999999999999,B.Tech,0,5,train
22,7.02,8.3,3.8,6.1,2.7,5.4,9.8,0,0,0,4,235.0,0,0,0,3,0,6.0,4.6,6.2,4.6,6.8,6.8,0.0,0.0,0,0.0,0.0,0,1,0,6.016666666666668,0,5.8,M.Tech,1,4,train
23,7.58,6.5,3.6,4.7,6.0,1.7,3.2,2,0,0,3,80.0,2,1,2,2,2,1.0,3.6,6.1,5.3,4.6,0.5,0.5,1.0,1,0.0,0.0,0,1,0,4.283333333333333,2,4.0200000000000005,B.Tech,0,5,train
20,6.11,6.9,7.7,5.4,7.3,6.1,4.5,4,0,0,1,157.0,2,1,2,4,0,1.0,4.8,3.8,6.3,3.8,5.4,0.5,1.0,1,0.0,0.0,0,1,0,6.316666666666666,0,4.82,B.Sc,0,5,train
23,7.9,7.7,1.8,7.0,5.2,6.6,2.5,3,1,0,2,242.0,4,1,1,4,4,1.0,5.6,6.8,3.6,5.1,7.6,0.25,0.25,1,0.0,0.3333333333333333,0,1,0,5.133333333333333,5,5.739999999999999,MCA,1,1,train
21,8.24,6.0,5.7,7.1,3.6,6.1,6.7,4,2,0,2,146.0,2,0,0,2,1,2.0,4.8,7.2,5.5,6.7,7.0,0.0,0.0,0,0.0,0.5,0,1,0,5.866666666666667,3,6.24,BCA,0,5,train
21,7.42,6.1,4.9,4.1,6.6,1.6,8.6,2,0,0,1,152.0,3,2,2,5,6,2.0,2.4,4.4,3.3,6.0,2.1,0.6666666666666666,0.6666666666666666,1,0.0,0.0,0,1,0,5.316666666666666,6,3.6400000000000006,MCA,0,5,train
20,7.74,7.8,9.2,7.1,2.4,1.3,5.8,3,1,0,1,334.0,1,0,0,5,2,2.0,4.4,3.7,3.8,6.9,6.3,0.0,0.0,0,0.0,0.3333333333333333,0,1,0,5.6000000000000005,3,5.020000000000001,B.Tech,0,5,train
20,7.06,5.3,4.6,1.6,3.8,3.1,4.9,3,2,1,1,24.0,1,0,0,3,3,2.0,3.0,3.6,6.0,7.7,8.5,0.0,0.0,0,0.5,0.6666666666666666,1,1,0,3.883333333333333,7,5.76,B.Sc,0,5,train
22,6.52,7.1,4.4,6.9,8.8,4.5,5.9,1,1,1,1,59.0,3,0,0,7,2,3.0,8.7,6.7,3.1,7.9,1.7,0.0,0.0,0,1.0,1.0,1,1,0,6.266666666666667,5,5.619999999999999,B.Tech,0,5,train
23,6.12,6.6,4.1,5.1,4.9,7.7,6.7,5,0,0,4,313.0,5,1,2,6,2,1.0,4.8,8.4,5.1,4.8,6.1,0.2,0.4,1,0.0,0.0,0,1,0,5.8500000000000005,2,5.839999999999999,B.Tech,0,5,train
21,8.38,5.7,2.6,5.9,2.1,4.2,6.3,2,2,2,1,316.0,1,0,1,3,3,3.0,3.4,6.9,3.8,5.2,4.4,0.0,1.0,0,1.0,1.0,1,1,0,4.466666666666667,9,4.74,MCA,0,5,train
23,9.3,6.9,6.8,3.5,5.1,7.3,5.5,3,1,1,1,121.0,3,0,1,4,3,4.0,5.4,3.8,4.7,5.8,5.1,0.0,0.3333333333333333,0,1.0,0.3333333333333333,1,1,0,5.849999999999999,6,4.959999999999999,B.Tech,1,3,train
24,7.2,7.5,7.2,5.2,8.0,5.0,3.6,2,1,0,1,122.0,1,0,0,3,3,4.0,6.7,7.5,6.2,7.2,3.2,0.0,0.0,0,0.0,0.5,0,1,0,6.083333333333333,4,6.159999999999999,B.Sc,1,3,train
21,8.38,10.0,6.9,5.4,7.3,7.1,6.4,1,1,0,2,91.0,5,0,1,7,5,2.0,6.7,5.2,5.3,3.1,6.2,0.0,0.2,0,0.0,1.0,0,1,0,7.183333333333333,6,5.3,B.Sc,1,4,train
24,8.62,4.2,6.0,5.8,6.4,6.9,1.5,4,2,0,0,,3,0,1,5,6,3.0,5.2,6.8,1.9,9.6,6.7,0.0,0.3333333333333333,0,0.0,0.5,0,0,1,5.133333333333333,8,6.04,B.Tech,1,3,train
24,5.94,5.2,5.7,1.4,6.9,4.7,5.0,2,1,0,1,261.0,5,1,1,4,2,4.0,3.2,7.2,5.8,7.8,6.4,0.2,0.2,1,0.0,0.5,0,1,0,4.816666666666667,3,6.08,B.Tech,0,5,train
20,8.77,10.0,4.9,3.4,0.4,2.2,5.9,1,0,0,1,450.0,3,1,2,1,1,1.0,2.8,7.1,6.5,8.1,2.7,0.3333333333333333,0.6666666666666666,1,0.0,0.0,0,1,0,4.466666666666666,1,5.4399999999999995,M.Tech,0,5,train
22,8.92,8.5,7.3,3.2,8.4,5.8,6.8,4,0,0,0,,2,0,0,4,0,1.0,6.9,7.1,7.3,5.0,3.7,0.0,0.0,0,0.0,0.0,0,0,1,6.666666666666665,0,6.0,M.Tech,1,4,train
21,8.15,6.3,6.8,0.0,3.2,3.6,5.4,1,0,0,1,39.0,5,1,2,1,6,5.0,8.6,3.9,2.7,3.9,7.3,0.2,0.4,1,0.0,0.0,0,1,0,4.216666666666668,6,5.279999999999999,B.Tech,0,5,train
22,8.19,9.0,4.3,7.2,7.6,1.6,2.0,2,0,0,5,271.0,4,2,3,2,5,3.0,3.3,8.8,9.8,5.4,6.4,0.5,0.75,1,0.0,0.0,0,1,0,5.283333333333334,5,6.74,MCA,1,1,train
25,7.37,2.5,9.1,9.0,7.7,2.9,6.0,2,2,0,2,489.0,6,2,3,9,3,3.0,2.2,4.6,9.6,6.7,5.7,0.3333333333333333,0.5,1,0.0,1.0,0,1,0,6.2,5,5.76,B.Tech,1,0,train
25,7.12,5.3,9.9,4.2,5.8,0.8,4.7,2,2,0,2,367.0,6,0,2,5,2,2.0,2.4,6.2,4.0,4.3,6.0,0.0,0.3333333333333333,0,0.0,1.0,0,1,0,5.116666666666666,4,4.58,MCA,0,5,train
24,7.5,8.9,8.2,4.1,7.9,0.5,7.6,3,0,0,1,377.0,3,1,1,3,4,2.0,7.6,2.2,0.0,7.2,7.0,0.3333333333333333,0.3333333333333333,1,0.0,0.0,0,1,0,6.2,4,4.8,B.Tech,0,5,train
21,9.23,7.6,5.2,3.2,2.4,6.0,1.5,6,0,0,3,394.0,4,0,1,5,3,2.0,6.5,3.9,7.1,4.3,4.5,0.0,0.25,0,0.0,0.0,0,1,0,4.316666666666666,3,5.26,MCA,0,5,train
21,8.93,8.3,5.5,7.0,6.3,2.6,1.9,2,1,0,1,84.0,2,0,1,2,1,3.0,2.2,5.6,7.0,8.0,7.9,0.0,0.5,0,0.0,0.5,0,1,0,5.266666666666667,2,6.140000000000001,B.Tech,0,5,train
21,6.75,5.8,4.9,4.4,5.0,3.5,5.9,2,2,0,0,,0,0,0,5,2,4.0,0.2,8.0,4.5,3.4,4.9,0.0,0.0,0,0.0,1.0,0,0,1,4.916666666666667,4,4.2,B.Tech,0,5,train
21,6.72,5.6,6.3,3.4,9.2,5.2,10.0,4,1,1,1,288.0,3,0,1,6,1,1.0,5.7,8.1,6.3,2.1,5.4,0.0,0.3333333333333333,0,1.0,0.25,1,1,0,6.616666666666667,4,5.5200000000000005,MCA,1,4,train
20,7.62,5.6,4.3,5.0,3.0,6.0,1.3,4,1,0,1,49.0,2,0,1,3,1,5.0,2.0,4.1,2.1,8.2,6.7,0.0,0.5,0,0.0,0.25,0,1,0,4.2,2,4.619999999999999,B.Sc,0,5,train
20,8.78,4.2,5.0,7.3,6.9,2.7,3.9,3,0,0,1,350.0,1,1,1,7,1,2.0,6.6,6.1,3.7,6.5,5.8,1.0,1.0,1,0.0,0.0,0,1,0,4.999999999999999,1,5.74,B.Sc,0,5,train
20,7.93,3.6,6.5,8.8,3.3,6.4,9.0,0,0,0,1,338.0,2,0,0,4,0,2.0,7.6,8.9,6.5,3.9,7.0,0.0,0.0,0,0.0,0.0,0,1,0,6.266666666666667,0,6.779999999999999,B.Sc,1,0,train
25,8.1,9.1,8.7,5.8,2.5,5.8,3.4,1,0,0,1,174.0,5,2,2,6,2,7.0,1.5,6.7,7.6,4.8,8.0,0.4,0.4,1,0.0,0.0,0,1,0,5.883333333333333,2,5.72,B.Tech,0,5,train
22,6.55,5.2,3.1,4.9,4.9,5.6,1.6,0,0,0,1,273.0,1,1,1,2,4,2.0,6.9,7.1,5.4,6.6,7.3,1.0,1.0,1,0.0,0.0,0,1,0,4.216666666666668,4,6.659999999999999,M.Tech,0,5,train
21,7.08,3.0,4.3,5.0,5.3,5.3,4.2,4,2,2,0,,2,0,0,7,5,1.0,2.0,6.9,1.2,5.3,6.6,0.0,0.0,0,1.0,0.5,1,0,1,4.516666666666667,11,4.4,B.Sc,1,2,train
22,7.34,9.4,7.3,7.2,9.0,1.0,7.3,3,0,0,2,409.0,4,2,2,6,3,3.0,1.2,3.5,6.4,5.1,4.4,0.5,0.5,1,0.0,0.0,0,1,0,6.866666666666666,3,4.12,B.Tech,0,5,train
21,7.41,8.2,3.8,5.0,6.8,2.1,4.5,4,2,0,0,,3,0,1,4,4,1.0,8.8,4.6,6.2,4.8,3.9,0.0,0.3333333333333333,0,0.0,0.5,0,0,1,5.066666666666667,6,5.66,B.Sc,1,2,train
20,7.85,8.4,6.3,6.1,9.6,3.4,4.3,1,0,0,2,11.0,3,0,0,4,2,2.0,8.8,5.0,4.8,5.2,7.8,0.0,0.0,0,0.0,0.0,0,1,0,6.349999999999999,2,6.32,B.Tech,1,1,train
24,8.56,7.1,6.4,7.8,3.9,2.3,6.7,1,0,0,1,59.0,2,1,2,2,5,3.0,4.6,4.1,7.5,5.3,7.9,0.5,1.0,1,0.0,0.0,0,1,0,5.7,5,5.88,M.Tech,0,5,train
20,6.32,6.9,6.2,7.8,4.6,6.5,5.2,3,3,1,2,276.0,6,2,5,5,2,5.0,6.0,5.9,3.7,5.1,7.8,0.3333333333333333,0.8333333333333334,1,0.3333333333333333,1.0,1,1,0,6.2,7,5.700000000000001,B.Tech,1,2,train
21,6.83,8.6,9.6,7.6,2.7,6.6,6.4,3,3,0,1,6.0,2,0,1,5,0,4.0,4.7,4.1,6.6,6.8,5.3,0.0,0.5,0,0.0,1.0,0,1,0,6.916666666666665,3,5.5,B.Tech,1,0,train
23,,9.1,8.5,4.2,4.7,3.4,4.2,6,1,1,0,,1,0,1,4,1,2.0,5.5,6.3,5.9,2.0,4.7,0.0,1.0,0,1.0,0.16666666666666666,1,0,1,5.683333333333334,4,4.880000000000001,MCA,0,5,train
23,8.89,4.9,8.7,5.2,7.0,5.0,5.1,4,1,1,0,,6,1,3,5,1,0.0,7.4,6.2,6.3,8.9,2.5,0.16666666666666666,0.5,1,1.0,0.25,1,0,1,5.983333333333333,4,6.260000000000001,M.Tech,1,2,train
20,8.61,3.5,5.1,7.2,6.9,4.5,6.3,0,0,0,2,36.0,1,0,0,4,2,2.0,7.8,6.4,4.8,5.8,7.7,0.0,0.0,0,0.0,0.0,0,1,0,5.583333333333333,2,6.5,B.Tech,1,1,train
25,8.6,7.4,10.0,6.1,5.7,2.0,6.2,1,1,1,0,,3,0,0,3,0,2.0,7.5,4.9,6.8,,4.1,0.0,0.0,0,1.0,1.0,1,0,1,6.233333333333333,3,5.824999999999999,B.Tech,0,5,train
22,7.56,7.9,5.9,10.0,7.9,2.8,3.9,3,0,0,0,,7,2,2,5,0,2.0,0.7,5.6,3.1,4.5,6.6,0.2857142857142857,0.2857142857142857,1,0.0,0.0,0,0,1,6.3999999999999995,0,4.1,M.Tech,0,5,train
25,7.18,9.1,4.6,2.7,7.3,0.8,7.2,0,0,0,0,,5,0,2,4,2,2.0,4.9,6.1,6.4,5.2,4.7,0.0,0.4,0,0.0,0.0,0,0,1,5.283333333333333,2,5.459999999999999,B.Tech,0,5,train
25,7.68,7.6,5.4,6.8,5.0,5.0,2.5,2,0,0,3,392.0,1,0,0,5,4,4.0,0.5,6.2,2.6,4.5,7.2,0.0,0.0,0,0.0,0.0,0,1,0,5.383333333333333,4,4.2,B.Tech,1,1,train
24,7.33,7.1,5.6,2.5,7.5,4.4,3.6,4,0,0,0,,1,0,0,7,2,3.0,9.1,2.2,7.0,6.9,7.3,0.0,0.0,0,0.0,0.0,0,0,1,5.116666666666667,2,6.5,MCA,1,4,train
25,7.71,5.0,5.4,7.3,4.0,4.4,3.0,3,2,1,1,89.0,2,0,0,4,0,3.0,6.8,5.3,3.6,5.7,5.0,0.0,0.0,0,0.5,0.6666666666666666,1,1,0,4.8500000000000005,4,5.279999999999999,B.Tech,0,5,train
25,7.47,8.1,7.9,5.8,5.7,7.5,9.8,5,1,1,1,202.0,3,0,0,6,1,1.0,7.4,6.9,4.6,7.3,1.8,0.0,0.0,0,1.0,0.2,1,1,0,7.466666666666666,4,5.6,B.Sc,1,4,train
24,5.49,7.5,5.4,5.2,4.4,5.6,3.4,1,1,0,1,250.0,1,0,0,1,1,4.0,6.6,6.5,9.6,4.2,8.2,0.0,0.0,0,0.0,1.0,0,1,0,5.25,2,7.019999999999999,B.Tech,0,5,train
24,7.56,10.0,6.7,5.2,5.5,0.2,2.2,3,0,0,1,161.0,0,0,0,2,0,3.0,8.2,7.5,6.3,5.7,7.3,0.0,0.0,0,0.0,0.0,0,1,0,4.966666666666666,0,7.0,MCA,0,5,train
21,6.8,6.9,6.5,6.3,8.2,5.8,6.2,2,2,1,4,141.0,2,0,1,8,0,0.0,9.4,8.5,5.7,5.4,4.3,0.0,0.5,0,0.5,1.0,1,1,0,6.6499999999999995,4,6.659999999999999,B.Sc,1,1,train
22,6.49,7.4,6.8,5.4,6.0,5.4,10.0,0,0,0,0,,5,1,1,4,0,2.0,9.5,5.1,1.4,6.4,5.5,0.2,0.2,1,0.0,0.0,0,0,1,6.833333333333333,0,5.58,B.Tech,0,5,train
20,7.75,5.0,5.0,3.2,9.5,5.3,1.3,0,0,0,0,,3,0,0,6,2,2.0,8.6,6.9,3.7,2.8,3.0,0.0,0.0,0,0.0,0.0,0,0,1,4.883333333333334,2,5.0,B.Tech,0,5,train
22,,3.4,5.3,6.8,5.0,5.6,3.9,4,1,1,0,,0,0,0,3,3,3.0,5.0,6.8,5.8,8.5,3.8,0.0,0.0,0,1.0,0.25,1,0,1,5.0,6,5.98,B.Sc,0,5,train
23,7.29,7.7,4.6,2.9,8.6,2.1,4.4,3,1,0,1,130.0,4,2,3,2,1,2.0,5.0,7.8,5.0,7.7,6.9,0.5,0.75,1,0.0,0.3333333333333333,0,1,0,5.050000000000001,2,6.4799999999999995,B.Tech,1,1,train
24,7.11,8.4,4.6,6.7,5.4,7.1,6.0,3,0,0,3,350.0,2,2,2,6,2,6.0,8.3,3.2,2.8,2.3,4.8,1.0,1.0,1,0.0,0.0,0,1,0,6.366666666666667,2,4.28,MCA,1,4,train
25,8.57,8.3,5.7,6.0,7.4,4.1,0.0,2,2,0,0,,7,0,0,5,2,1.0,5.3,4.8,0.0,4.2,3.1,0.0,0.0,0,0.0,1.0,0,0,1,5.25,4,3.4800000000000004,MCA,0,5,train
20,7.31,6.3,4.3,2.9,6.0,6.0,4.2,3,2,1,5,44.0,1,0,0,3,5,1.0,2.7,9.1,4.1,5.2,7.7,0.0,0.0,0,0.5,0.6666666666666666,1,1,0,4.95,9,5.76,B.Tech,1,3,train
20,6.4,9.0,3.5,4.4,8.1,5.7,4.3,1,1,1,1,183.0,0,0,0,3,6,,5.3,10.0,8.0,6.2,2.2,0.0,0.0,0,1.0,1.0,1,1,0,5.833333333333333,9,6.34,B.Tech,1,3,train
23,7.94,4.3,5.2,10.0,4.5,7.0,3.9,2,2,0,2,390.0,3,0,0,4,2,1.0,6.3,7.5,7.6,,7.2,0.0,0.0,0,0.0,1.0,0,1,0,5.816666666666666,4,7.1499999999999995,B.Tech,1,0,train
22,6.35,2.7,6.6,4.5,7.0,2.3,2.1,3,1,1,1,437.0,1,0,0,4,4,3.0,5.6,7.8,7.7,6.8,5.6,0.0,0.0,0,1.0,0.3333333333333333,1,1,0,4.2,7,6.7,MCA,1,2,train
24,7.86,3.6,7.6,2.0,2.1,4.0,4.9,1,1,0,0,,2,0,0,1,3,2.0,5.1,7.9,7.5,7.8,4.3,0.0,0.0,0,0.0,1.0,0,0,1,4.033333333333332,4,6.5200000000000005,B.Tech,1,2,train
20,7.96,5.0,3.9,5.4,6.3,4.1,8.0,1,1,0,3,166.0,4,1,2,7,4,2.0,5.4,10.0,4.7,4.8,7.3,0.25,0.5,1,0.0,1.0,0,1,0,5.45,5,6.44,BCA,1,4,train
21,7.93,2.9,5.8,2.3,5.5,1.7,6.1,4,1,1,1,394.0,1,0,0,5,1,4.0,7.4,6.8,5.9,4.3,4.6,0.0,0.0,0,1.0,0.25,1,1,0,4.05,4,5.8,B.Tech,0,5,train
20,7.68,4.7,5.2,4.4,2.3,4.3,6.2,1,1,0,1,317.0,5,0,4,5,2,2.0,9.2,8.3,8.2,8.1,5.4,0.0,0.8,0,0.0,1.0,0,1,0,4.516666666666667,3,7.839999999999999,B.Tech,1,4,train
20,7.55,5.4,6.5,6.1,2.1,1.8,5.9,2,1,0,5,452.0,2,0,1,2,2,4.0,3.6,7.8,9.8,4.8,7.4,0.0,0.5,0,0.0,0.5,0,1,0,4.633333333333334,3,6.6800000000000015,B.Tech,0,5,train
22,5.41,6.0,3.0,5.2,4.0,5.4,5.7,2,2,0,2,208.0,2,0,0,1,2,7.0,3.1,5.7,6.6,8.3,5.7,0.0,0.0,0,0.0,1.0,0,1,0,4.883333333333334,4,5.880000000000001,B.Tech,0,5,train
24,7.02,9.6,4.9,4.9,4.8,5.7,6.6,2,2,0,2,474.0,2,1,1,3,3,3.0,3.9,6.8,5.4,6.9,5.2,0.5,0.5,1,0.0,1.0,0,1,0,6.083333333333333,5,5.64,MCA,1,1,train
20,7.99,5.0,8.4,5.8,5.0,3.1,0.7,1,0,0,0,,5,0,1,4,1,1.0,8.4,6.0,7.8,4.7,3.3,0.0,0.2,0,0.0,0.0,0,0,1,4.666666666666667,1,6.04,BCA,1,0,train
24,7.29,7.3,6.7,2.8,6.5,7.8,6.7,0,0,0,2,319.0,2,0,1,2,3,1.0,5.7,7.0,7.4,6.2,4.7,0.0,0.5,0,0.0,0.0,0,1,0,6.300000000000001,3,6.2,BCA,1,3,train
25,5.67,4.6,7.7,9.6,10.0,4.9,5.9,0,0,0,4,115.0,5,1,2,13,4,4.0,5.4,5.7,3.9,3.4,4.9,0.2,0.4,1,0.0,0.0,0,1,0,7.116666666666666,4,4.660000000000001,BCA,1,0,train
21,6.61,10.0,7.4,7.2,8.5,7.8,6.9,1,1,0,1,252.0,1,1,1,2,1,5.0,3.8,4.8,4.0,3.7,7.8,1.0,1.0,1,0.0,1.0,0,1,0,7.966666666666665,2,4.82,M.Tech,1,1,train
23,8.06,6.4,5.8,5.6,3.8,2.9,3.2,6,3,1,1,123.0,4,0,1,3,5,3.0,5.6,7.0,3.9,4.5,5.2,0.0,0.25,0,0.3333333333333333,0.5,1,1,0,4.616666666666666,10,5.24,B.Tech,1,2,train
21,7.54,7.9,7.1,4.2,5.0,6.9,0.0,3,1,1,1,442.0,2,0,1,2,4,6.0,7.8,4.7,5.4,7.9,5.6,0.0,0.5,0,1.0,0.3333333333333333,1,1,0,5.183333333333334,7,6.279999999999999,B.Tech,0,5,train
21,6.78,6.4,1.5,4.7,3.4,3.3,7.3,1,0,0,1,203.0,0,0,0,6,0,3.0,7.4,5.7,4.3,3.7,4.0,0.0,0.0,0,0.0,0.0,0,1,0,4.433333333333334,0,5.0200000000000005,B.Tech,0,5,train
25,6.79,5.3,6.8,4.9,4.6,3.7,0.1,3,1,1,4,439.0,1,0,0,6,2,2.0,4.6,4.6,6.1,8.1,5.3,0.0,0.0,0,1.0,0.3333333333333333,1,1,0,4.233333333333333,5,5.74,M.Tech,0,5,train
